cod_aeropuerto,cod_pais,nombre_aeropuerto,ciudad_aeropuerto,pais_aeropuerto,cod_iata_faa,cod_icao,latitud,longitud,altitud,zona_horaria,dst,zona_horaria_tz
8482,RUS,Grabtsevo,Kaluga,Russia,KLF,UUBS,54.55,36.367,600.0,4.0,E,Europe/Moscow
8483,ISL,Reykjahlid,Reykjahlid,Iceland,Z99,Z999,65.6,-17.0,100.0,0.0,U,Atlantic/Reykjavik
8484,SWE,Central Station,Stockholm,Sweden,XEV,Z999,59.33,18.058056,10.0,1.0,E,Europe/Stockholm
8485,SWE,Central Station,Uppsala,Sweden,QYX,Z999,59.858332999999995,17.646110999999998,23.0,1.0,E,Europe/Stockholm
8486,NLD,Centraal,Rotterdam,Netherlands,QRH,Z999,51.924444,4.469444,7.0,1.0,E,Europe/Amsterdam
8487,CZE,Holesovice,Praha,Czech Republic,XYJ,Z999,50.11,14.439444,616.0,1.0,E,Europe/Prague
8488,DEU,Hauptbahnhof,Bonn,Germany,BNJ,Z999,50.731944,7.096944000000001,204.0,1.0,E,Europe/Berlin
8489,DNK,Central,Copenhagen,Denmark,ZGH,Z999,55.672778,12.564444,16.0,1.0,E,Europe/Copenhagen
8490,AUT,Hauptbahnhof,Salzburg,Austria,ZSB,Z999,47.813056,13.046667,1391.0,1.0,E,Europe/Vienna
8491,BEL,Centraal,Antwerp,Belgium,ZWE,Z999,51.217222,4.421111,51.0,1.0,E,Europe/Brussels
8492,ZAF,Ellisras,Lephalale,South Africa,ELL,FAEA,-23.666667,27.75,2700.0,2.0,U,Africa/Johannesburg
8493,USA,Tri-County Regional Airport,Lone Rock,United States,LNR,KLNR,43.211667,-90.181667,718.0,-6.0,A,America/Chicago
8494,USA,Price County Airport,Phillips,United States,Z99,KPBH,45.705,-90.403056,1466.0,-6.0,A,America/Chicago
8495,USA,Municipal,Monroe,United States,Z99,KEFT,42.616389,-89.591944,1079.0,-6.0,A,America/Chicago
8496,USA,Regional Airport,Joliet,United States,JOT,KJOT,41.517778,-88.175556,582.0,-6.0,A,America/Chicago
8497,USA,Illinois Valley Regional,Peru,United States,VYS,KVYS,41.351944,-89.153056,654.0,-6.0,A,America/Chicago
8498,AUS,Dirk Hartog Island,Dirk Hartog Island,Australia,Z99,YDHD,-26.00937,113.160008,15.0,8.0,O,Australia/Perth
8499,USA,Reynolds Field,Jackson,United States,JXN,KJXN,42.260556,-84.46055600000001,1001.0,-5.0,A,America/New_York
8500,DEU,Flugplatz,Furstenwalde,Germany,Z99,EDAL,52.393889,14.099722,141.0,1.0,E,Europe/Berlin
8501,DEU,Flugplatz Finow,Eberswalde,Germany,Z99,EDAV,52.827222,13.693610999999999,121.0,1.0,E,Europe/Berlin
8502,USA,Joseph A. Hardy Airport,Connellsville,United States,Z99,KVVS,39.959167,-79.65722199999999,1267.0,-5.0,A,America/New_York
8503,USA,Bedford County,Bedford,United States,Z99,KHMZ,40.086110999999995,-78.51333299999999,1162.0,-5.0,A,America/New_York
8504,USA,Wings Field,Philadelphia,United States,BBX,KLOM,40.1375,-75.265,302.0,-5.0,A,America/New_York
8505,USA,County,Okeechobee,United States,OBE,KOBE,27.265833,-80.851111,34.0,-5.0,A,America/New_York
8506,USA,Regional - Hendricks AAF,Sebring,United States,SEF,KSEF,27.456389,-81.34222199999999,63.0,-5.0,A,America/New_York
8507,USA,Executive,Avon Park,United States,AVO,KAVO,27.591389000000003,-81.528889,160.0,-5.0,A,America/New_York
8508,USA,Gilbert Airport,Winter Haven,United States,GIF,KGIF,28.062778,-81.753333,145.0,-5.0,A,America/New_York
8509,USA,Municipal Airport,Zephyrhills,United States,ZPH,KZPH,28.228056,-82.155833,90.0,-5.0,A,America/New_York
8510,USA,International Airport,Ocala,United States,OCF,KOCF,29.1725,-82.22416700000001,89.0,-5.0,A,America/New_York
8511,USA,Jesup-Wayne County Airport,Jesup,United States,JES,KJES,31.553889,-81.8825,107.0,-5.0,A,America/New_York
8512,USA,Madison GA Municipal Airport,Madison,United States,52A,K52A,33.612125,-83.4604444,694.0,-5.0,A,America/New_York
8513,USA,Coweta County Airport,Newnan,United States,CCO,KCCO,33.3115656,-84.7697554,970.0,-5.0,A,America/New_York
8514,USA,McDuffie County Airport,Thomson,United States,HQU,KHQU,33.5297315,-82.51695090000001,501.0,-5.0,A,America/New_York
8515,USA,Municipal Airport,Aiken,United States,AIK,KAIK,33.6493889,-81.6850278,529.0,-5.0,A,America/New_York
8516,USA,Woodward Field,Camden,United States,CDN,KCDN,34.2835833,-80.56486109999999,302.0,-5.0,A,America/New_York
8517,USA,Municipal Airport,Lumberton,United States,LBT,KLBT,34.6098056,-79.0595556,125.0,-5.0,A,America/New_York
8518,USA,Ridgeland Airport,Ridgeland,United States,3J1,Z999,32.493416700000004,-80.99175,79.0,-5.0,A,America/New_York
8519,USA,Moore County Airport,Pinehurst-Southern Pines,United States,SOP,KSOP,35.2376111,-79.3887958,455.0,-5.0,A,America/New_York
8520,USA,Richmond County Airport,Rockingham,United States,RCZ,KRCZ,34.8913056,-79.75961109999999,358.0,-5.0,A,America/New_York
8521,USA,Bamberg County Airport,Bamberg,United States,99N,Z999,33.3045278,-81.1084167,231.0,-5.0,A,America/New_York
8522,USA,Richland Airport,Richland Center,United States,93C,Z999,43.2833575,-90.2982819,742.0,-6.0,A,America/Chicago
8523,USA,Municipal Airport,Viroqua,United States,Y51,Z999,43.5793603,-90.89647420000001,1292.0,-6.0,A,America/Chicago
8524,USA,Baraboo Wisconsin Dells Airport,Baraboo,United States,DLL,KDLL,43.5217843,-89.7709266,979.0,-6.0,A,America/Chicago
8525,USA,Foster Field,Apple River,United States,7A4,Z999,42.46644439999999,-90.1693889,990.0,-6.0,A,America/Chicago
8526,USA,Regional Airport,Statesville,United States,SVH,KSVH,35.7649958,-80.9538958,968.0,-5.0,A,America/New_York
8527,USA,Sylvania Airport,Sturtevant,United States,C89,Z999,42.70325,-87.9589722,785.0,-6.0,A,America/Chicago
8528,USA,Municipal Airport,Burlington,United States,BUU,KBUU,42.6907171,-88.3046825,780.0,-6.0,A,America/Chicago
8529,USA,Stroudsburg-Pocono Airport,East Stroudsburg,United States,N53,Z999,41.0358717,-75.16067890000001,480.0,-5.0,A,America/New_York
8530,USA,Spring Hill Airport,Sterling,United States,70N,Z999,41.347356899999994,-75.4158972,1729.0,-5.0,A,America/New_York
8531,USA,Randall Airport,Middletown,United States,06N,Z999,41.431912,-74.39156109999999,523.0,-5.0,A,America/New_York
8532,USA,William T. Piper Mem.,Lock Haven,United States,LHV,KLHV,41.1357778,-77.4223056,556.0,-5.0,A,America/New_York
8533,USA,Grove City Airport,Grove City,United States,29D,Z999,41.1460278,-80.16775,1371.0,-5.0,A,America/New_York
8534,USA,Lansdowne Airport,Youngstown,United States,04G,Z999,41.1304722,-80.6195833,1044.0,-5.0,A,America/New_York
8535,USA,Wadsworth Municipal,Wadsworth,United States,3G3,Z999,41.003157200000004,-81.75644009999999,974.0,-5.0,A,America/New_York
8536,USA,Ashland County Airport,Ashland,United States,3G4,Z999,40.9029722,-82.25563890000001,1206.0,-5.0,A,America/New_York
8537,USA,Pittsburgh-Monroeville Airport,Monroeville,United States,4G0,Z999,40.4526389,-79.7749167,1187.0,-5.0,A,America/New_York
8538,USA,Zelienople Municipal Airport,Zelienople,United States,Z99,KPJC,40.8019722,-80.16086109999999,898.0,-5.0,A,America/New_York
8539,USA,Somerset County Airport,Somerset,United States,2G9,Z999,40.0388708,-79.0149951,2275.0,-5.0,A,America/New_York
8540,USA,Youngstown Elser Metro Airport,Youngstown,United States,4G4,Z999,40.9617953,-80.67732640000001,1070.0,-5.0,A,America/New_York
8541,USA,Braceville Airport,Braceville,United States,41N,Z999,41.2111675,-80.9692572,900.0,-5.0,A,America/New_York
8542,USA,Lorain County Regional Airport,Lorain-Elyria,United States,LPR,KLPR,41.3442778,-82.1776389,793.0,-5.0,A,America/New_York
8543,USA,Germack Airport,Geneva,United States,7D9,Z999,41.777832200000006,-80.90397970000001,820.0,-5.0,A,America/New_York
8544,USA,Burke Lakefront Airport,Cleveland,United States,BKL,KBKL,41.5175,-81.68333299999999,583.0,-5.0,A,America/New_York
8545,USA,Chautauqua County-Dunkirk Airport,Dunkirk,United States,DKK,KDKK,42.49333529999999,-79.2720417,693.0,-5.0,A,America/New_York
8546,USA,Hamburg Inc Airport,Hamburg,United States,4G2,Z999,42.7008925,-78.9147569,751.0,-5.0,A,America/New_York
8547,USA,Trenton-Robbinsville Airport,Trenton,United States,N87,Z999,40.213944399999995,-74.6017778,118.0,-5.0,A,America/New_York
8548,USA,South Jersey Regional Airport,Mount Holly,United States,VAY,KVAY,39.9428889,-74.84575,53.0,-5.0,A,America/New_York
8549,USA,Spitfire Aerodrome,Pedricktown,United States,7N7,Z999,39.735563299999995,-75.39772109999998,40.0,-5.0,A,America/New_York
8550,USA,Linden Airport,Linden,United States,LDJ,KLDJ,40.6174472,-74.24459420000001,23.0,-5.0,A,America/New_York
8551,USA,Morgantown Airport,Morgantown,United States,O03,Z999,40.1570414,-75.8704892,600.0,-5.0,A,America/New_York
8552,USA,Harford County Airport,Churchville,United States,0W3,Z999,39.566837799999995,-76.20240279999999,409.0,-5.0,A,America/New_York
8553,USA,Tri-State Steuben County Airport,Angola,United States,ANQ,KANQ,41.63969829999999,-85.0834933,995.0,-5.0,A,America/New_York
8554,USA,Plymouth Municipal Airport,Plymouth,United States,C65,Z999,41.3651307,-86.3002574,800.0,-5.0,A,America/New_York
8555,USA,Warsaw Municipal Airport,Warsaw,United States,Z99,KASW,41.274694399999994,-85.8400556,850.0,-5.0,A,America/New_York
8556,USA,Van Wert County Airport,Van Wert,United States,VNW,KVNW,40.8638295,-84.606358,787.0,-5.0,A,America/New_York
8557,USA,Port Bucyrus-Crawford County Airport,Bucyrus,United States,17G,Z999,40.781555600000004,-82.9748056,1003.0,-5.0,A,America/New_York
8558,USA,Lake Wales Municipal Airport,Lake Wales,United States,X07,Z999,27.893805600000004,-81.62038890000001,127.0,-5.0,A,America/New_York
8559,USA,Brooks Field Airport,Marshall,United States,RMY,KRMY,42.2511932,-84.9554443,941.0,-5.0,A,America/New_York
8560,USA,Genesee County Airport,Batavia,United States,GVQ,KGVQ,43.03175,-78.16966670000001,914.0,-5.0,A,America/New_York
8561,USA,Finger Lakes Regional Airport,Seneca Falls,United States,0G7,Z999,42.88356470000001,-76.7812318,492.0,-5.0,A,America/New_York
8562,USA,Stormville Airport,Stormville,United States,N69,Z999,41.5769708,-73.73235140000001,358.0,-5.0,A,America/New_York
8563,USA,Robertson Field,Plainville,United States,4B8,Z999,41.6893333,-72.8646944,202.0,-5.0,A,America/New_York
8564,USA,Williams County Airport,Bryan,United States,0G6,Z999,41.4673056,-84.5067778,730.0,-5.0,A,America/New_York
8565,USA,Clearwater Air Park,Clearwater,United States,CLW,KCLW,27.9764722,-82.7586667,70.0,-5.0,A,America/New_York
8566,USA,South Lakeland Airport,Lakeland,United States,X49,Z999,27.9333581,-82.04397390000001,110.0,-5.0,A,America/New_York
8567,GBR,Scatsta Airport,Scatsta,United Kingdom,SCS,Z999,60.433,-1.3,0.0,0.0,U,Europe/London
8568,GBR,North Sea,Buchan Alpha,United Kingdom,Z99,Z999,57.9039,0.0319,0.0,0.0,U,Z999
8569,GBR,North Sea,Buchan Alpha,United Kingdom,Z99,Z999,57.9039,0.0319,0.0,0.0,U,Z999
8570,GBR,North Sea,Claymore,United Kingdom,Z99,CLAA,58.4494,-0.2536,0.0,0.0,U,Z999
8571,GBR,North Sea,FPSO Anasuria,United Kingdom,Z99,ANAS,57.1524,0.0483,0.0,0.0,U,Z999
8572,GBR,North Sea,BP Bruce,United Kingdom,Z99,BRU1,58.44,2.33,0.0,0.0,U,Z999
8573,GBR,North Sea,Buchan Alpha,United Kingdom,Z99,BUCA,57.9039,0.0319,0.0,0.0,U,Z999
8574,GBR,North Sea,Buzzard,United Kingdom,Z99,BUZZ,56.8,0.7659999999999999,0.0,0.0,U,Z999
8575,GBR,North Sea,Clyde,United Kingdom,Z99,CLY1,56.45,2.2833,0.0,0.0,U,Z999
8576,GBR,North Sea,Cormorant Alpha,United Kingdom,Z99,COA1,61.2333,-1.15,0.0,0.0,U,Z999
8577,GBR,North Sea,Forties Alpha,United Kingdom,Z99,FA08,57.7167,-1.0167,0.0,0.0,U,Z999
8578,GBR,North Sea,Forties Charlie,United Kingdom,Z99,FC08,57.7167,-1.0167,0.0,0.0,U,Z999
8579,GBR,North Sea,Fulmar,United Kingdom,Z99,FUA1,56.48,2.13,0.0,0.0,U,Z999
8580,GBR,North Sea,Gannet Alpha,United Kingdom,Z99,GAA1,57.3,1.2,0.0,0.0,U,Z999
8581,GBR,North Sea,Montrose Alpha,United Kingdom,Z99,MOA1,57.4506,1.3883,0.0,0.0,U,Z999
8582,GBR,North Sea,Tern,United Kingdom,Z99,TEA1,61.3333,0.8333,0.0,0.0,U,Z999
8583,AGO,Atlantic Ocean,FPSO Xikomba,Angola,Z99,XKSO,-6.0333,11.0166,0.0,0.0,U,Z999
8584,DEU,Zoo,Berlin,Germany,QWC,Z999,52.507222,13.3325,120.0,1.0,E,Europe/Berlin
8585,DEU,Frankfurt Oder Hbf,Frankfurt Oder,Germany,ZFR,Z999,52.336944,14.547222,177.0,1.0,E,Europe/Berlin
8586,FRA,Gare de Lyon,Paris,France,PLY,Z999,48.844722,2.373611,129.0,1.0,E,Europe/Paris
8587,FRA,Gare de LEst,Paris,France,XHP,Z999,48.876944,2.359167,149.0,1.0,E,Europe/Paris
8588,FRA,All Airports,Paris,France,PAR,Z999,48.856389,2.3522220000000003,107.0,1.0,E,Europe/Paris
8589,DEU,Ostbahnhof,Berlin,Germany,BHF,Z999,52.51,13.434722,135.0,1.0,E,Europe/Berlin
8590,GBR,All Airports,London,United Kingdom,LON,Z999,51.508055999999996,-0.127778,66.0,0.0,E,Europe/London
8591,USA,All Airports,New York,United States,NYC,Z999,40.714166999999996,-74.005833,31.0,-5.0,A,America/New_York
8592,USA,All Airports,Chicago,United States,CHI,Z999,41.883611,-87.63166700000001,596.0,-6.0,A,America/Chicago
8593,USA,Meigs Field,Chicago,United States,CGX,KCGX,41.860278,-87.60972199999999,585.0,-6.0,A,America/Chicago
8594,JPN,All Airports,Tokyo,Japan,TYO,Z999,35.689444,139.691667,123.0,9.0,U,Asia/Tokyo
8595,CHN,All Airports,Beijing,China,BJS,Z999,39.904167,116.40722199999999,171.0,8.0,U,Asia/Chongqing
8596,ITA,All Airports,Milan,Italy,MIL,Z999,45.463611,9.188056,402.0,1.0,E,Europe/Rome
8597,USA,All Airports,Washington,United States,WAS,Z999,38.889444,-77.035278,25.0,-5.0,A,America/New_York
8598,CAN,All Airports,Montreal,Canada,YMQ,Z999,45.508611,-73.553889,53.0,-5.0,A,America/Toronto
8599,CAN,All Airports,Toronto,Canada,YTO,Z999,43.653056,-79.38305600000001,302.0,-5.0,A,America/Toronto
8600,CHN,Longhua Airport,Shanghai,China,Z99,ZSSL,31.166944,121.45361100000001,14.0,8.0,U,Asia/Chongqing
8601,USA,Pickens County Airport,Jasper,United States,JZP,KJZP,34.4534722,-84.4572222,1535.0,-5.0,A,America/New_York
8602,DEU,Gesundbrunnen,Berlin,Germany,BGS,Z999,52.548611,13.389444000000001,150.0,1.0,E,Europe/Berlin
8603,DEU,Saarmund Airport,Saarmund,Germany,Z99,EDCS,52.308994299999995,13.1006727,160.0,1.0,E,Europe/Berlin
8604,USA,Grand Strand Airport,North Myrtle Beach,United States,CRE,Z999,33.81175,-78.72394440000001,31.0,-5.0,A,America/New_York
8605,TWN,Sun Moon Lake Airport,Sun Moon Lake,Taiwan,SMT,Z999,23.8833,120.93299999999999,2405.0,8.0,U,Asia/Taipei
8606,USA,Lansing Municipal,Lansing,United States,IGQ,KIGQ,41.534916700000004,-87.5295278,620.0,-6.0,A,America/Chicago
8607,USA,Bloyer Field,Tomah,United States,Y72,Z999,43.9762222,-90.48061109999999,966.0,-6.0,A,America/Chicago
8608,USA,Ramona Airport,Ramona,United States,RNM,KRNM,33.0391667,-116.91525,1395.0,-8.0,A,America/Los_Angeles
8609,FRA,Dole-Pont Sur Yonne Airport,Pont Sur Yonne,France,Z99,LFGO,48.288333,3.2463889999999997,223.0,1.0,E,Europe/Paris
8610,FRA,Dole-St Florentin Cheu Airport,St Florentin Cheu,France,Z99,LFGP,47.981389,3.776389,345.0,1.0,E,Europe/Paris
8611,FRA,Guiscriff-Saulieu Liernais Airport,Saulieu,France,Z99,LFEW,47.238611,4.263056,1699.0,1.0,E,Europe/Paris
8612,CHE,Olten Airport,Olten,Switzerland,Z99,LSPO,47.343610999999996,7.8875,1370.0,1.0,E,Europe/Zurich
8613,CHE,Buochs Airport,Buochs,Switzerland,BXO,LSZC,46.9725,8.398611,1464.0,1.0,E,Europe/Zurich
8614,CHE,Ambri Airport,Quinto,Switzerland,Z99,LSPM,46.513056,8.689444,3214.0,1.0,E,Europe/Zurich
8615,CHE,Lodrino Airport,Lodrino,Switzerland,Z99,LSML,46.294990000000006,8.9916,850.0,1.0,E,Europe/Zurich
8616,CZE,Roudnice Airport,Roudnice nad Lebem,Czech Republic,Z99,LKRO,50.407222,14.232778,719.0,1.0,E,Europe/Prague
8617,CZE,Usti Nad Labem Airport,Usti Nad Labem,Czech Republic,Z99,LKUL,50.698889,13.970832999999999,765.0,1.0,E,Europe/Prague
8618,AUT,Mauterndorf Airport,Mauterndorf,Austria,Z99,LOSM,47.131667,13.695278,3629.0,1.0,E,Europe/Vienna
8619,AUT,Notsch Im Gailtal Airport,Notsch Im Gailtal,Austria,Z99,LOKN,46.580833,13.629167,1810.0,1.0,E,Europe/Vienna
8620,DEU,Forchheim Airport,Karlsruhe,Germany,Z99,EDTK,49.097778000000005,8.453056,400.0,1.0,E,Europe/Berlin
8621,DEU,Bergstrasse Airport,Weinheim,Germany,Z99,EDGZ,49.567221999999994,8.611388999999999,319.0,1.0,E,Europe/Berlin
8622,FRA,Creil-Meaux Esbly Airport,Meaux,France,Z99,LFPE,48.928611,2.833056,210.0,1.0,E,Europe/Paris
8623,FRA,Belleau Airport,Chateau-Thierry,France,Z99,LFFH,49.066944,3.356111,719.0,1.0,E,Europe/Paris
8624,USA,Branch County Memorial Airport,Coldwater,United States,OEB,KOEB,41.9335691,-85.0522935,959.0,-5.0,A,America/New_York
8625,USA,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW,41.297307399999994,-75.85224050000001,543.0,-5.0,A,America/New_York
8626,USA,Lost Nation Municipal Airport,Willoughby,United States,LNN,KLNN,41.6840278,-81.38975,626.0,-5.0,A,America/New_York
8627,TWN,Taoyuan Air Base,Taoyuan,Taiwan,Z99,RCGM,25.05660057,121.24426270000001,143.0,8.0,U,Asia/Taipei
8628,GRL,Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,70.4047,52.0702,5.0,-4.0,E,Z999
8629,ITA,Civitavecchia,Civitavecchia,Italy,Z99,Z999,42.6,11.48,0.0,1.0,E,Europe/Rome
8630,CHN,Bayannur,Bayannur,China,RLK,Z999,40.926389,107.73888899999999,3389.0,8.0,U,Asia/Chongqing
8631,USA,Capital City Airport,Frankfort,United States,FFT,KFFT,38.181972200000004,-84.9061389,812.0,-5.0,A,America/New_York
8632,USA,Lewiston Maine,Lewiston,United States,LEW,KLEW,44.04847279999999,-70.2835075,288.0,-5.0,A,America/New_York
8633,POL,Inowroclaw Inowr Airport,Inowroclaw,Poland,Z99,EPIR,52.829443999999995,18.330556,259.0,1.0,E,Europe/Warsaw
8634,POL,Pruszcz Gdansk Airport,Pruszcz Gdansk,Poland,Z99,EPPR,54.248056000000005,18.671667000000003,21.0,1.0,E,Europe/Warsaw
8635,USA,Florence,Florence,United States,6S2,Z999,43.982816799999995,-124.11136869999999,51.0,-8.0,A,America/Los_Angeles
8636,USA,Martin Campbell Field Airport,Copperhead,United States,1A3,Z999,35.01580560000001,-84.3468333,1789.0,-5.0,A,America/New_York
8637,DEU,Sudkreuz,Berlin,Germany,Z99,BPAP,52.475556000000005,13.364444,136.0,1.0,E,Europe/Berlin
8638,USA,Naval Air Station,Glenview,United States,NBU,KNBU,42.090556,-87.8225,653.0,-6.0,A,America/Chicago
8639,USA,Bloyer Field,Tomah,United States,Z99,KY72,43.975278,-90.483333,965.0,-6.0,A,America/Chicago
8640,CHN,Yongning Air Base,Beijing,China,Z99,CN-0,40.50310135,116.1080017,1677.0,8.0,U,Asia/Chongqing
8641,USA,Marco Islands,Marco Island Airport,United States,MRK,KMKY,25.995027800000003,-81.6725278,5.0,-5.0,A,America/New_York
8642,BRA,Boipeba,Boipeba Island,Brazil,Z99,Z999,-13.565589000000001,-38.939240999999996,5.0,-3.0,S,America/Fortaleza
8643,BRA,Boipeba,Boipeba Island,Brazil,Z99,Z999,-13.565589000000001,-38.939240999999996,5.0,-3.0,S,America/Fortaleza
8644,USA,Drummond Island Airport,Drummond Island,United States,DRM,KDRM,46.0093114,-83.74393420000001,668.0,-5.0,A,America/New_York
8645,USA,Garland Airport,Lewiston,United States,8M8,Z999,44.8065278,-84.27619440000001,1218.0,-5.0,A,America/New_York
8646,USA,Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.9705893,-84.47502,774.0,-5.0,A,America/New_York
8647,USA,Lowell City Airport,Lowell,United States,24C,Z999,42.953920000000004,-85.3439058,681.0,-5.0,A,America/New_York
8648,USA,South Haven Area Regional Airport,South Haven,United States,LWA,KLWA,42.3511944,-86.25563890000001,666.0,-5.0,A,America/New_York
8649,USA,Schaumburg Regional,Schaumburg,United States,06C,Z999,41.9893408,-88.1012428,801.0,-6.0,A,America/Chicago
8650,BGD,Khulna Seaplane Landing Site,Khulna,Bangladesh,Z99,Z999,22.464897,89.351261,0.0,6.0,N,Asia/Dhaka
8651,BGD,Khulna Seaplane Landing Site,Khulna,Bangladesh,Z99,Z999,22.464897,89.351261,0.0,6.0,N,Asia/Dhaka
8652,BGD,Khulna Seaplane Landing Site,Khulna,Bangladesh,Z99,Z999,22.464897,89.351261,0.0,6.0,N,Asia/Dhaka
8653,USA,Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI,44.6368797,-90.1893267,1278.0,-6.0,A,America/Chicago
8654,USA,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW,44.3606456,-89.8381412,1021.0,-6.0,A,America/Chicago
8655,USA,Clinton Municipal,Clinton,United States,CWI,KCWI,41.83075,-90.32897220000001,708.0,-6.0,A,America/Chicago
8656,DEU,Wiescheid,Langenfeld,Germany,Z99,Z999,51.141663,6.987305,1000.0,1.0,E,Europe/Berlin
8657,JOR,Wadi Rum,Wadi Rum Desert,Jordan,Z99,Z999,29.682087,35.470734,1000.0,2.0,U,Asia/Amman
8658,USA,Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.584140999999995,-70.91614440000001,107.0,-5.0,A,America/New_York
8659,RUS,Priob\\'e,Priob\\'e,Russia,Z99,Z999,62.5461,65.6261,200.0,6.0,N,Asia/Yekaterinburg
8660,IND,Nagaur Airport,Nagaur,India,Z99,VI73,27.20829964,73.71140289,3853.0,55.0,U,Asia/Calcutta
8661,RUS,Ostafyevo International Airport,Moscow,Russia,Z99,UUMO,55.511667,37.507222,568.0,4.0,N,Europe/Moscow
8662,USA,Oakdale Airport,Oakdale,United States,O27,Z999,37.7563333,-120.80019440000001,237.0,-8.0,A,America/Los_Angeles
8663,CAN,Trois Rivieres Airport,Trois Rivieres,Canada,YRQ,CYRQ,46.351667,-72.68055600000001,199.0,-5.0,A,America/Toronto
8664,USA,Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF,36.77394444,-90.32486109999999,331.0,-6.0,A,America/Chicago
8665,USA,Somerset Airport,Somerville,United States,Z99,KSMQ,40.6259908,-74.6702433,105.0,-5.0,A,America/New_York
8666,USA,Eastport Municipal Airport,Eastport,United States,EPM,KEPM,44.9101111,-67.0126944,45.0,-5.0,A,America/New_York
8667,USA,Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.459907799999996,-91.42850109999999,671.0,-6.0,A,America/Chicago
8668,USA,Banks Airport,Swans Island,United States,ME5,Z999,44.165388899999996,-68.4281667,100.0,-5.0,A,America/New_York
8669,GBR,Perth Scone Airport,Perth,United Kingdom,PSL,EGPT,56.439721999999996,-3.3713889999999997,392.0,0.0,E,Europe/London
8670,GBR,Caernarfon Airport,Caernarfon,United Kingdom,Z99,EGCK,53.104167000000004,-4.340278,14.0,0.0,E,Europe/London
8671,DEU,Grefrath-Niershorst Airport,Grefrath,Germany,Z99,EDLF,51.333889,6.359444,105.0,1.0,E,Europe/Berlin
8672,DEU,Offenburg,Offenburg,Germany,Z99,Z999,48.4711,7.9411,535.0,1.0,E,Europe/Berlin
8673,DEU,Oberwolfach,Oberwolfach,Germany,Z99,Z999,48.3167,8.2167,1060.0,1.0,E,Europe/Berlin
8674,DEU,Karlsruhe Hbf,Karlsruhe,Germany,Z99,Z999,49.0135,8.4044,377.0,1.0,E,Europe/Berlin
8675,DEU,Lichtenwalde,Lichtenwalde,Germany,Z99,Z999,50.8833,13.0167,984.0,1.0,E,Europe/Berlin
8676,DEU,Karlsruhe,Karlsruhe,Germany,Z99,Z999,49.0135,8.4044,377.0,1.0,E,Europe/Berlin
8677,DEU,Holzhau,Holzhau,Germany,Z99,Z999,50.7333334,13.6,1969.0,1.0,E,Europe/Berlin
8678,PRT,Porto,Porto,Portugal,Z99,Z999,41.1667,8.5833,341.0,1.0,E,Europe/Rome
8679,PRT,Lisboa-Oriente,Lisboa,Portugal,Z99,Z999,38.424972,9.82179,7.0,0.0,E,Z999
8680,DEU,Bad Herrenalb,Bad Herrenalb,Germany,Z99,Z999,48.797681700000005,8.436150300000001,1198.0,1.0,E,Europe/Berlin
8681,USA,St. Paul Downtown Airport - Holman Field,St. Paul,United States,Z99,KSTP,44.934622499999996,-93.06034240000001,705.0,-6.0,A,America/Chicago
8682,SWE,Soderhamn Airport,Soderhamn,Sweden,SOO,ESCL,61.261667,17.098056,94.0,1.0,E,Europe/Stockholm
8683,IRL,Newcastle Airfield,Newcastle,Ireland,Z99,EINC,53.07305600000001,-6.039722,14.0,0.0,E,Europe/Dublin
8684,LAO,Saravane Airport,Saravane,Laos,VNA,VLSV,15.709444,106.411667,612.0,7.0,U,Asia/Vientiane
8685,PRT,Lisboa-Oriente,Lisboa,Portugal,Z99,Z999,38.7,9.1833,6.0,0.0,E,Z999
8686,PRT,Lisboa-Oriente,Lisboa-Oriente,Portugal,Z99,Z999,38.7,-9.1833,6.0,0.0,E,Europe/Lisbon
8687,CHE,Zurich,Zurich,Switzerland,Z99,Z999,47.369,8.538,1339.0,1.0,E,Europe/Zurich
8688,USA,Bagdad Airport,Bagdad,United States,E51,Z999,34.595852799999996,-113.17019499999999,4183.0,-7.0,A,America/Phoenix
8689,DEU,Segeletz Airport,Segeletz,Germany,Z99,EDAI,52.82666700000001,12.541944,141.0,1.0,E,Europe/Berlin
8690,ESP,Fuentemilanos Airport,Segovia,Spain,Z99,LEFM,40.889233000000004,-4.239478,3284.0,1.0,E,Europe/Madrid
8691,JPN,Akeno Aero,Akeno,Japan,Z99,RJOE,34.533333,136.672222,12.0,9.0,U,Asia/Tokyo
8692,RUS,Ust Kamchatsk Airport,Ust Kamchatsk,Russia,Z99,UHPK,56.238556,162.688851,200.0,12.0,N,Asia/Magadan
8693,USA,Oconomowoc Airport,Oconomowoc,United States,Z99,0WI8,43.1388947,-88.47232059999999,885.0,-6.0,A,America/Chicago
8694,RUS,Kozyrevsk Airport,Kozyrevsk,Russia,Z99,UHPO,56.09,159.87666299999998,331.0,12.0,N,Asia/Magadan
