cod_aeropuerto,cod_pais,nombre_aeropuerto,ciudad_aeropuerto,pais_aeropuerto,cod_iata_faa,cod_icao,latitud,longitud,altitud,zona_horaria,dst,zona_horaria_tz
0001,PNG,Goroka,Goroka,Papua New Guinea,GKA,AYGA,-6.081689,145.391881,5282.0,10.0,U,Pacific/Port_Moresby
0002,PNG,Madang,Madang,Papua New Guinea,MAG,AYMD,-5.207083,145.7887,20.0,10.0,U,Pacific/Port_Moresby
0003,PNG,Mount Hagen,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789,144.295861,5388.0,10.0,U,Pacific/Port_Moresby
0004,PNG,Nadzab,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569828,146.72624199999998,239.0,10.0,U,Pacific/Port_Moresby
0005,PNG,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,POM,AYPY,-9.443383,147.22005,146.0,10.0,U,Pacific/Port_Moresby
0006,PNG,Wewak Intl,Wewak,Papua New Guinea,WWK,AYWK,-3.583828,143.669186,19.0,10.0,U,Pacific/Port_Moresby
0007,GRL,Narsarsuaq,Narssarssuaq,Greenland,UAK,BGBW,61.160517000000006,-45.425978,112.0,-3.0,E,America/Godthab
0008,GRL,Nuuk,Godthaab,Greenland,GOH,BGGH,64.190922,-51.678064,283.0,-3.0,E,America/Godthab
0009,GRL,Sondre Stromfjord,Sondrestrom,Greenland,SFJ,BGSF,67.01696899999999,-50.689325,165.0,-3.0,E,America/Godthab
0010,GRL,Thule Air Base,Thule,Greenland,THU,BGTL,76.531203,-68.703161,251.0,-4.0,E,America/Thule
0011,ISL,Akureyri,Akureyri,Iceland,AEY,BIAR,65.659994,-18.072703,6.0,0.0,N,Atlantic/Reykjavik
0012,ISL,Egilsstadir,Egilsstadir,Iceland,EGS,BIEG,65.283333,-14.401389000000002,76.0,0.0,N,Atlantic/Reykjavik
0013,ISL,Hornafjordur,Hofn,Iceland,HFN,BIHN,64.295556,-15.227222,24.0,0.0,N,Atlantic/Reykjavik
0014,ISL,Husavik,Husavik,Iceland,HZK,BIHU,65.95232800000001,-17.425978,48.0,0.0,N,Atlantic/Reykjavik
0015,ISL,Isafjordur,Isafjordur,Iceland,IFJ,BIIS,66.05805600000001,-23.135278,8.0,0.0,N,Atlantic/Reykjavik
0016,ISL,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985,-22.605556,171.0,0.0,N,Atlantic/Reykjavik
0017,ISL,Patreksfjordur,Patreksfjordur,Iceland,PFJ,BIPA,65.55583299999999,-23.965,11.0,0.0,N,Atlantic/Reykjavik
0018,ISL,Reykjavik,Reykjavik,Iceland,RKV,BIRK,64.13,-21.940556,48.0,0.0,N,Atlantic/Reykjavik
0019,ISL,Siglufjordur,Siglufjordur,Iceland,SIJ,BISI,66.133333,-18.916667,10.0,0.0,N,Atlantic/Reykjavik
0020,ISL,Vestmannaeyjar,Vestmannaeyjar,Iceland,VEY,BIVM,63.424303,-20.278875,326.0,0.0,N,Atlantic/Reykjavik
0021,CAN,Sault Ste Marie,Sault Sainte Marie,Canada,YAM,CYAM,46.485001000000004,-84.509445,630.0,-5.0,A,America/Toronto
0022,CAN,Winnipeg St Andrews,Winnipeg,Canada,YAV,CYAV,50.056389,-97.0325,760.0,-6.0,A,America/Winnipeg
0023,CAN,Shearwater,Halifax,Canada,,CYAW,44.639721,-63.499444,167.0,-4.0,A,America/Halifax
0024,CAN,St Anthony,St. Anthony,Canada,YAY,CYAY,51.391944,-56.083056000000006,108.0,-35.0,A,America/St_Johns
0025,CAN,Tofino,Tofino,Canada,YAZ,CYAZ,49.082221999999994,-125.7725,80.0,-8.0,A,America/Vancouver
0026,CAN,Kugaaruk,Pelly Bay,Canada,YBB,CYBB,68.534444,-89.80805600000001,56.0,-7.0,A,America/Edmonton
0027,CAN,Baie Comeau,Baie Comeau,Canada,YBC,CYBC,49.1325,-68.204444,71.0,-5.0,A,America/Toronto
0028,CAN,Bagotville,Bagotville,Canada,YBG,CYBG,48.330555,-70.996391,522.0,-5.0,A,America/Toronto
0029,CAN,Baker Lake,Baker Lake,Canada,YBK,CYBK,64.298889,-96.07777800000001,59.0,-6.0,A,America/Winnipeg
0030,CAN,Campbell River,Campbell River,Canada,YBL,CYBL,49.950832,-125.27083300000001,346.0,-8.0,A,America/Vancouver
0031,CAN,Brandon Muni,Brandon,Canada,YBR,CYBR,49.91,-99.951944,1343.0,-6.0,A,America/Winnipeg
0032,CAN,Cambridge Bay,Cambridge Bay,Canada,YCB,CYCB,69.10805500000001,-105.138333,90.0,-7.0,A,America/Edmonton
0033,CAN,Nanaimo,Nanaimo,Canada,YCD,CYCD,49.052333000000004,-123.870167,93.0,-8.0,A,America/Vancouver
0034,CAN,Castlegar,Castlegar,Canada,YCG,CYCG,49.296389000000005,-117.6325,1624.0,-8.0,A,America/Vancouver
0035,CAN,Miramichi,Chatham,Canada,YCH,CYCH,47.007778,-65.449167,108.0,-4.0,A,America/Halifax
0036,CAN,Charlo,Charlo,Canada,YCL,CYCL,47.990833,-66.330278,132.0,-4.0,A,America/Halifax
0037,CAN,Kugluktuk,Coppermine,Canada,YCO,CYCO,67.81666700000001,-115.14388899999999,74.0,-7.0,A,America/Edmonton
0038,CAN,Coronation,Coronation,Canada,YCT,CYCT,52.075001,-111.445278,2595.0,-7.0,A,America/Edmonton
0039,CAN,Chilliwack,Chilliwack,Canada,YCW,CYCW,49.152778999999995,-121.93888999999999,32.0,-8.0,A,America/Vancouver
0040,CAN,Clyde River,Clyde River,Canada,YCY,CYCY,70.486111,-68.516667,87.0,-5.0,A,America/Toronto
0041,CAN,Fairmont Hot Springs,Coral Harbour,Canada,YZS,CYCZ,64.193333,-83.359444,2661.0,-5.0,A,America/Coral_Harbour
0042,CAN,Dawson City,Dawson,Canada,YDA,CYDA,64.043056,-139.127778,1215.0,-8.0,A,America/Vancouver
0043,CAN,Burwash,Burwash,Canada,YDB,CYDB,61.371111,-139.040556,2647.0,-8.0,A,America/Vancouver
0044,CAN,Princeton,Princeton,Canada,YDC,CYDC,49.468056,-120.511389,2298.0,-8.0,A,America/Vancouver
0045,CAN,Deer Lake,Deer Lake,Canada,YDF,CYDF,49.210833,-57.391388,72.0,-35.0,A,America/St_Johns
0046,CAN,Dease Lake,Dease Lake,Canada,YDL,CYDL,58.422222,-130.032222,2600.0,-8.0,A,America/Vancouver
0047,CAN,Dauphin Barker,Dauphin,Canada,YDN,CYDN,51.100834000000006,-100.0525,999.0,-6.0,A,America/Winnipeg
0048,CAN,Dawson Creek,Dawson Creek,Canada,YDQ,CYDQ,55.742332999999995,-120.18299999999999,2148.0,-7.0,A,America/Dawson_Creek
0049,CAN,Edmonton Intl,Edmonton,Canada,YEG,CYEG,53.309723,-113.579722,2373.0,-7.0,A,America/Edmonton
0050,CAN,Arviat,Eskimo Point,Canada,YEK,CYEK,61.094166,-94.070833,32.0,-6.0,A,America/Winnipeg
0051,CAN,Estevan,Estevan,Canada,YEN,CYEN,49.210278,-102.96583299999999,1905.0,-6.0,N,America/Regina
0052,CAN,Edson,Edson,Canada,YET,CYET,53.578888,-116.465,3041.0,-7.0,A,America/Edmonton
0053,CAN,Eureka,Eureka,Canada,YEU,CYEU,79.994722,-85.814167,256.0,-6.0,A,America/Winnipeg
0054,CAN,Inuvik Mike Zubko,Inuvik,Canada,YEV,CYEV,68.304167,-133.482778,224.0,-7.0,A,America/Edmonton
0055,CAN,Iqaluit,Iqaluit,Canada,YFB,CYFB,63.75639,-68.555832,110.0,-5.0,A,America/Toronto
0056,CAN,Fredericton,Fredericton,Canada,YFC,CYFC,45.868889,-66.537222,68.0,-4.0,A,America/Halifax
0057,CAN,Forestville,Forestville,Canada,Z99,CYFE,48.746111,-69.097222,293.0,-5.0,A,America/Toronto
0058,CAN,Flin Flon,Flin Flon,Canada,YFO,CYFO,54.67805500000001,-101.681667,997.0,-6.0,A,America/Winnipeg
0059,CAN,Fort Resolution,Fort Resolution,Canada,YFR,CYFR,61.180831999999995,-113.689722,526.0,-7.0,A,America/Edmonton
0060,CAN,Fort Simpson,Fort Simpson,Canada,YFS,CYFS,61.760153,-121.236525,555.0,-7.0,A,America/Edmonton
0061,CAN,Kingston,Kingston,Canada,YGK,CYGK,44.225277,-76.596944,305.0,-5.0,A,America/Toronto
0062,CAN,La Grande Riviere,La Grande Riviere,Canada,YGL,CYGL,53.625278,-77.704167,639.0,-5.0,A,America/Toronto
0063,CAN,Gaspe,Gaspe,Canada,YGP,CYGP,48.775278,-64.478611,108.0,-5.0,A,America/Toronto
0064,CAN,Geraldton Greenstone Regional,Geraldton,Canada,YGQ,CYGQ,49.778332,-86.93944499999999,1144.0,-5.0,A,America/Toronto
0065,CAN,Iles De La Madeleine,Iles De La Madeleine,Canada,YGR,CYGR,47.424721000000005,-61.77805600000001,35.0,-5.0,A,America/Toronto
0066,CAN,Hudson Bay,Hudson Bay,Canada,YHB,CYHB,52.816666000000005,-102.31139,1175.0,-6.0,N,America/Regina
0067,CAN,Dryden Rgnl,Dryden,Canada,YHD,CYHD,49.831666999999996,-92.744167,1354.0,-6.0,A,America/Winnipeg
0068,CAN,Ulukhaktok Holman,Holman Island,Canada,YHI,CYHI,70.762778,-117.80611100000002,117.0,-7.0,A,America/Edmonton
0069,CAN,Gjoa Haven,Gjoa Haven,Canada,YHK,CYHK,68.63555600000001,-95.849722,152.0,-7.0,A,America/Edmonton
0070,CAN,Hamilton,Hamilton,Canada,YHM,CYHM,43.173611,-79.935,780.0,-5.0,A,America/Toronto
0071,CAN,St Hubert,Montreal,Canada,YHU,CYHU,45.5175,-73.416944,90.0,-5.0,A,America/Toronto
0072,CAN,Hay River,Hay River,Canada,YHY,CYHY,60.839721999999995,-115.78277800000001,543.0,-7.0,A,America/Edmonton
0073,CAN,Halifax Intl,Halifax,Canada,YHZ,CYHZ,44.880833,-63.50861,477.0,-4.0,A,America/Halifax
0074,CAN,Atikokan Muni,Atikokan,Canada,YIB,CYIB,48.773888,-91.638611,1408.0,-5.0,A,America/Coral_Harbour
0075,CAN,Pond Inlet,Pond Inlet,Canada,YIO,CYIO,72.683334,-77.966667,181.0,-5.0,A,America/Toronto
0076,CAN,St Jean,St. Jean,Canada,YJN,CYJN,45.294445,-73.281111,136.0,-5.0,A,America/Toronto
0077,CAN,Stephenville,Stephenville,Canada,YJT,CYJT,48.544167,-58.549999,80.0,-35.0,A,America/St_Johns
0078,CAN,Kamloops,Kamloops,Canada,YKA,CYKA,50.702222,-120.44444399999999,1133.0,-8.0,A,America/Vancouver
0079,CAN,Waterloo,Waterloo,Canada,YKF,CYKF,43.460833,-80.37861099999999,1054.0,-5.0,A,America/Toronto
0080,CAN,Schefferville,Schefferville,Canada,YKL,CYKL,54.805278,-66.805278,1709.0,-5.0,A,America/Toronto
0081,CAN,Kindersley,Kindersley,Canada,YKY,CYKY,51.5175,-109.180833,2277.0,-6.0,N,America/Regina
0082,CAN,Buttonville Muni,Toronto,Canada,YKZ,CYKZ,43.862221000000005,-79.37,650.0,-5.0,A,America/Toronto
0083,CAN,Chapleau,Chapleau,Canada,YLD,CYLD,47.82,-83.34666700000001,1470.0,-5.0,A,America/Toronto
0084,CAN,Meadow Lake,Meadow Lake,Canada,YLJ,CYLJ,54.125278,-108.522778,1576.0,-6.0,N,America/Regina
0085,CAN,Lloydminster,Lloydminster,Canada,YLL,CYLL,53.309166000000005,-110.0725,2193.0,-7.0,A,America/Edmonton
0086,CAN,Alert,Alert,Canada,YLT,CYLT,82.517778,-62.280556000000004,100.0,-5.0,A,America/Toronto
0087,CAN,Kelowna,Kelowna,Canada,YLW,CYLW,49.956112,-119.377778,1409.0,-8.0,A,America/Vancouver
0088,CAN,Mayo,Mayo,Canada,YMA,CYMA,63.616389,-135.868333,1653.0,-8.0,A,America/Vancouver
0089,CAN,Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw,Canada,YMJ,CYMJ,50.330278,-105.55916699999999,1892.0,-6.0,N,America/Regina
0090,CAN,Fort Mcmurray,Fort Mcmurray,Canada,YMM,CYMM,56.653332999999996,-111.221944,1211.0,-7.0,A,America/Edmonton
0091,CAN,Moosonee,Moosonee,Canada,YMO,CYMO,51.291111,-80.607778,30.0,-5.0,A,America/Toronto
0092,CAN,Maniwaki,Maniwaki,Canada,YMW,CYMW,46.272778,-75.99055600000001,656.0,-5.0,A,America/Toronto
0093,CAN,Montreal Intl Mirabel,Montreal,Canada,YMX,CYMX,45.681944,-74.005278,270.0,-5.0,A,America/Toronto
0094,CAN,Natashquan,Natashquan,Canada,YNA,CYNA,50.19,-61.789167000000006,39.0,-5.0,A,America/Toronto
0095,CAN,Gatineau,Gatineau,Canada,YND,CYND,45.521694000000004,-75.56358900000001,211.0,-5.0,A,America/Toronto
0096,CAN,Matagami,Matagami,Canada,YNM,CYNM,49.761666999999996,-77.802778,918.0,-5.0,A,America/Toronto
0097,CAN,Old Crow,Old Crow,Canada,YOC,CYOC,67.57055600000001,-139.839167,824.0,-8.0,A,America/Vancouver
0098,CAN,Cold Lake,Cold Lake,Canada,YOD,CYOD,54.404999,-110.279444,1775.0,-7.0,A,America/Edmonton
0099,CAN,High Level,High Level,Canada,YOJ,CYOJ,58.621389,-117.164722,1110.0,-7.0,A,America/Edmonton
0100,CAN,Ottawa Macdonald Cartier Intl,Ottawa,Canada,YOW,CYOW,45.3225,-75.669167,374.0,-5.0,A,America/Toronto
0101,CAN,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214167,-105.67277800000001,1405.0,-6.0,N,America/Regina
0102,CAN,Peace River,Peace River,Canada,YPE,CYPE,56.226943999999996,-117.447222,1873.0,-7.0,A,America/Edmonton
0103,CAN,Southport,Portage-la-prairie,Canada,YPG,CYPG,49.903056,-98.273889,885.0,-6.0,A,America/Winnipeg
0104,CAN,Pitt Meadows,Pitt Meadows,Canada,Z99,CYPK,49.21611,-122.71,11.0,-8.0,A,America/Vancouver
0105,CAN,Pickle Lake,Pickle Lake,Canada,YPL,CYPL,51.446388,-90.214167,1267.0,-5.0,A,America/Coral_Harbour
0106,CAN,Port Menier,Port Menier,Canada,YPN,CYPN,49.836389000000004,-64.288611,167.0,-5.0,A,America/Toronto
0107,CAN,Peterborough,Peterborough,Canada,YPQ,CYPQ,44.23,-78.363333,628.0,-5.0,A,America/Toronto
0108,CAN,Prince Rupert,Prince Pupert,Canada,YPR,CYPR,54.28611,-130.44472199999998,116.0,-8.0,A,America/Vancouver
0109,CAN,Fort Chipewyan,Fort Chipewyan,Canada,YPY,CYPY,58.767223,-111.117222,761.0,-7.0,A,America/Edmonton
0110,CAN,Muskoka,Muskoka,Canada,YQA,CYQA,44.974722,-79.303333,925.0,-5.0,A,America/Toronto
0111,CAN,Quebec Jean Lesage Intl,Quebec,Canada,YQB,CYQB,46.791111,-71.393333,244.0,-5.0,A,America/Toronto
0112,CAN,Red Deer Regional,Red Deer Industrial,Canada,YQF,CYQF,52.182221999999996,-113.894444,2968.0,-7.0,A,America/Edmonton
0113,CAN,Windsor,Windsor,Canada,YQG,CYQG,42.275556,-82.955556,622.0,-5.0,A,America/Toronto
0114,CAN,Watson Lake,Watson Lake,Canada,YQH,CYQH,60.116389,-128.8225,2255.0,-8.0,A,America/Vancouver
0115,CAN,Kenora,Kenora,Canada,YQK,CYQK,49.788334000000006,-94.363056,1332.0,-6.0,A,America/Winnipeg
0116,CAN,Lethbridge,Lethbridge,Canada,YQL,CYQL,49.630278000000004,-112.799722,3047.0,-7.0,A,America/Edmonton
0117,CAN,Greater Moncton Intl,Moncton,Canada,YQM,CYQM,46.112221000000005,-64.678611,232.0,-4.0,A,America/Halifax
0119,CAN,Comox,Comox,Canada,YQQ,CYQQ,49.710833,-124.88666699999999,84.0,-8.0,A,America/Vancouver
0120,CAN,Regina Intl,Regina,Canada,YQR,CYQR,50.431944,-104.66583299999999,1894.0,-6.0,N,America/Regina
0121,CAN,Thunder Bay,Thunder Bay,Canada,YQT,CYQT,48.371944,-89.32388900000001,653.0,-5.0,A,America/Toronto
0122,CAN,Grande Prairie,Grande Prairie,Canada,YQU,CYQU,55.179722,-118.885,2195.0,-7.0,A,America/Edmonton
0123,CAN,Yorkton Muni,Yorkton,Canada,YQV,CYQV,51.264721,-102.461667,1635.0,-6.0,N,America/Regina
0124,CAN,North Battleford,North Battleford,Canada,YQW,CYQW,52.769167,-108.24361,1799.0,-6.0,N,America/Regina
0125,CAN,Gander Intl,Gander,Canada,YQX,CYQX,48.936944,-54.568056000000006,496.0,-35.0,A,America/St_Johns
0126,CAN,Sydney,Sydney,Canada,YQY,CYQY,46.161388,-60.047779000000006,203.0,-4.0,A,America/Halifax
0127,CAN,Quesnel,Quesnel,Canada,YQZ,CYQZ,53.026112,-122.510278,1789.0,-8.0,A,America/Vancouver
0128,CAN,Resolute Bay,Resolute,Canada,YRB,CYRB,74.716944,-94.969444,215.0,-6.0,A,America/Winnipeg
0129,CAN,Riviere Du Loup,Riviere Du Loup,Canada,YRI,CYRI,47.764444,-69.584722,427.0,-5.0,A,America/Toronto
0130,CAN,Roberval,Roberval,Canada,YRJ,CYRJ,48.52,-72.265556,586.0,-5.0,A,America/Toronto
0131,CAN,Rocky Mountain House,Rocky Mountain House,Canada,YRM,CYRM,52.429722,-114.90416699999999,3244.0,-7.0,A,America/Edmonton
0132,CAN,Rankin Inlet,Rankin Inlet,Canada,YRT,CYRT,62.81139,-92.115833,94.0,-6.0,A,America/Winnipeg
0133,CAN,Sudbury,Sudbury,Canada,YSB,CYSB,46.625,-80.798889,1141.0,-5.0,A,America/Toronto
0134,CAN,Sherbrooke,Sherbrooke,Canada,YSC,CYSC,45.438611,-71.691389,792.0,-5.0,A,America/Toronto
0135,CAN,Saint John,St. John,Canada,YSJ,CYSJ,45.316111,-65.89027800000001,357.0,-4.0,A,America/Halifax
0136,CAN,Fort Smith,Fort Smith,Canada,YSM,CYSM,60.020278000000005,-111.96194399999999,671.0,-7.0,A,America/Edmonton
0137,CAN,Nanisivik,Nanisivik,Canada,YSR,CYSR,72.982222,-84.61361099999999,2106.0,-5.0,A,America/Toronto
0138,CAN,Summerside,Summerside,Canada,YSU,CYSU,46.440556,-63.833611,56.0,-4.0,A,America/Halifax
0139,CAN,Sachs Harbour,Sachs Harbour,Canada,YSY,CYSY,71.993889,-125.2425,282.0,-7.0,A,America/Edmonton
0140,CAN,Cape Dorset,Cape Dorset,Canada,YTE,CYTE,64.23,-76.526667,164.0,-5.0,A,America/Toronto
0141,CAN,Thompson,Thompson,Canada,YTH,CYTH,55.801111,-97.864166,729.0,-6.0,A,America/Winnipeg
0142,CAN,Trenton,Trenton,Canada,YTR,CYTR,44.118889,-77.528056,283.0,-5.0,A,America/Toronto
0143,CAN,Timmins,Timmins,Canada,YTS,CYTS,48.569721,-81.376667,967.0,-5.0,A,America/Toronto
0144,CAN,City Centre,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396167,251.0,-5.0,A,America/Toronto
0145,CAN,Tuktoyaktuk,Tuktoyaktuk,Canada,YUB,CYUB,69.433334,-133.026389,15.0,-7.0,A,America/Edmonton
0146,CAN,Pierre Elliott Trudeau Intl,Montreal,Canada,YUL,CYUL,45.470556,-73.740833,118.0,-5.0,A,America/Toronto
0147,CAN,Repulse Bay,Repulse Bay,Canada,YUT,CYUT,66.521389,-86.224722,80.0,-6.0,A,America/Winnipeg
0148,CAN,Hall Beach,Hall Beach,Canada,YUX,CYUX,68.776111,-81.243611,27.0,-5.0,A,America/Toronto
0149,CAN,Rouyn Noranda,Rouyn,Canada,YUY,CYUY,48.206111,-78.83555600000001,988.0,-5.0,A,America/Toronto
0150,CAN,La Ronge,La Ronge,Canada,YVC,CYVC,55.15139,-105.261944,1242.0,-6.0,N,America/Regina
0151,CAN,Vermilion,Vermillion,Canada,YVG,CYVG,53.355833,-110.82388999999999,2025.0,-7.0,A,America/Edmonton
0152,CAN,Qikiqtarjuaq,Broughton Island,Canada,YVM,CYVM,67.545833,-64.031389,21.0,-5.0,A,America/Toronto
0153,CAN,Val D Or,Val D'or,Canada,YVO,CYVO,48.053333,-77.78277800000001,1107.0,-5.0,A,America/Toronto
0154,CAN,Kuujjuaq,Quujjuaq,Canada,YVP,CYVP,58.096111,-68.42694399999999,129.0,-5.0,A,America/Toronto
0155,CAN,Norman Wells,Norman Wells,Canada,YVQ,CYVQ,65.281617,-126.79821899999999,238.0,-7.0,A,America/Edmonton
0156,CAN,Vancouver Intl,Vancouver,Canada,YVR,CYVR,49.193889,-123.184444,14.0,-8.0,A,America/Vancouver
0157,CAN,Buffalo Narrows,Buffalo Narrows,Canada,YVT,CYVT,55.84194399999999,-108.4175,1444.0,-6.0,N,America/Regina
0158,CAN,Wiarton,Wiarton,Canada,YVV,CYVV,44.745834,-81.107222,729.0,-5.0,A,America/Toronto
0159,CAN,Petawawa,Petawawa,Canada,YWA,CYWA,45.952221,-77.319168,427.0,-5.0,A,America/Toronto
0160,CAN,Winnipeg Intl,Winnipeg,Canada,YWG,CYWG,49.910036,-97.239886,783.0,-6.0,A,America/Winnipeg
0161,CAN,Wabush,Wabush,Canada,YWK,CYWK,52.921943999999996,-66.86444399999999,1808.0,-4.0,A,America/Halifax
0162,CAN,Williams Lake,Williams Lake,Canada,YWL,CYWL,52.183056,-122.05416699999999,3085.0,-8.0,A,America/Vancouver
0163,CAN,Wrigley,Wrigley,Canada,YWY,CYWY,63.209444,-123.43666699999999,489.0,-7.0,A,America/Edmonton
0164,CAN,Canadian Rockies Intl,Cranbrook,Canada,YXC,CYXC,49.612221999999996,-115.781944,3084.0,-7.0,A,America/Edmonton
0165,CAN,Edmonton City Centre,Edmonton,Canada,YXD,CYXD,53.5725,-113.520556,2200.0,-7.0,A,America/Edmonton
0166,CAN,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada,YXE,CYXE,52.170834,-106.699722,1653.0,-6.0,N,America/Regina
0167,CAN,Medicine Hat,Medicine Hat,Canada,YXH,CYXH,50.01889,-110.72083300000001,2352.0,-7.0,A,America/Edmonton
0168,CAN,Fort St John,Fort Saint John,Canada,YXJ,CYXJ,56.23805600000001,-120.740278,2280.0,-7.0,A,America/Dawson_Creek
0169,CAN,Sioux Lookout,Sioux Lookout,Canada,YXL,CYXL,50.113889,-91.90527800000001,1258.0,-6.0,A,America/Winnipeg
0170,CAN,Pangnirtung,Pangnirtung,Canada,YXP,CYXP,66.145,-65.713611,75.0,-5.0,A,America/Toronto
0171,CAN,Timiskaming Rgnl,Earlton,Canada,YXR,CYXR,47.695,-79.848889,798.0,-5.0,A,America/Toronto
0172,CAN,Prince George,Prince George,Canada,YXS,CYXS,53.889444,-122.67888899999998,2267.0,-8.0,A,America/Vancouver
0173,CAN,Terrace,Terrace,Canada,YXT,CYXT,54.46850799999999,-128.57621899999998,713.0,-8.0,A,America/Vancouver
0174,CAN,London,London,Canada,YXU,CYXU,43.033056,-81.151111,912.0,-5.0,A,America/Toronto
0175,CAN,Abbotsford,Abbotsford,Canada,YXX,CYXX,49.025278,-122.360556,195.0,-8.0,A,America/Vancouver
0176,CAN,Whitehorse Intl,Whitehorse,Canada,YXY,CYXY,60.709553,-135.06726899999998,2317.0,-8.0,A,America/Vancouver
0177,CAN,North Bay,North Bay,Canada,YYB,CYYB,46.363611,-79.42277800000001,1215.0,-5.0,A,America/Toronto
0178,CAN,Calgary Intl,Calgary,Canada,YYC,CYYC,51.113888,-114.020278,3557.0,-7.0,A,America/Edmonton
0179,CAN,Smithers,Smithers,Canada,YYD,CYYD,54.824721999999994,-127.182778,1712.0,-8.0,A,America/Vancouver
0180,CAN,Fort Nelson,Fort Nelson,Canada,YYE,CYYE,58.836389000000004,-122.596944,1253.0,-8.0,A,America/Vancouver
0181,CAN,Penticton,Penticton,Canada,YYF,CYYF,49.463056,-119.602222,1129.0,-8.0,A,America/Vancouver
0182,CAN,Charlottetown,Charlottetown,Canada,YYG,CYYG,46.290001000000004,-63.121111,160.0,-4.0,A,America/Halifax
0183,CAN,Taloyoak,Spence Bay,Canada,YYH,CYYH,69.546667,-93.576667,92.0,-7.0,A,America/Edmonton
0184,CAN,Victoria Intl,Victoria,Canada,YYJ,CYYJ,48.646944,-123.42583300000001,63.0,-8.0,A,America/Vancouver
0185,CAN,Lynn Lake,Lynn Lake,Canada,YYL,CYYL,56.863888,-101.07611,1170.0,-6.0,A,America/Winnipeg
0186,CAN,Swift Current,Swift Current,Canada,YYN,CYYN,50.291944,-107.690556,2680.0,-6.0,N,America/Regina
0187,CAN,Churchill,Churchill,Canada,YYQ,CYYQ,58.739167,-94.065,94.0,-6.0,A,America/Winnipeg
0188,CAN,Goose Bay,Goose Bay,Canada,YYR,CYYR,53.319168000000005,-60.425833,160.0,-4.0,A,America/Halifax
0189,CAN,St Johns Intl,St. John's,Canada,YYT,CYYT,47.61861,-52.75194499999999,461.0,-35.0,A,America/St_Johns
0190,CAN,Kapuskasing,Kapuskasing,Canada,YYU,CYYU,49.413889000000005,-82.4675,743.0,-5.0,A,America/Toronto
0191,CAN,Armstrong,Armstrong,Canada,YYW,CYYW,50.290279,-88.90972099999999,1058.0,-5.0,A,America/Toronto
0192,CAN,Mont Joli,Mont Joli,Canada,YYY,CYYY,48.608612,-68.208056,172.0,-5.0,A,America/Toronto
0193,CAN,Lester B Pearson Intl,Toronto,Canada,YYZ,CYYZ,43.677223,-79.630556,569.0,-5.0,A,America/Toronto
0194,CAN,Downsview,Toronto,Canada,YZD,CYZD,43.7425,-79.465556,652.0,-5.0,A,America/Toronto
0195,CAN,Gore Bay Manitoulin,Gore Bay,Canada,YZE,CYZE,45.885277,-82.567778,635.0,-5.0,A,America/Toronto
0196,CAN,Yellowknife,Yellowknife,Canada,YZF,CYZF,62.462778,-114.440278,675.0,-7.0,A,America/Edmonton
0197,CAN,Slave Lake,Slave Lake,Canada,YZH,CYZH,55.29305600000001,-114.777222,1912.0,-7.0,A,America/Edmonton
0198,CAN,Sandspit,Sandspit,Canada,YZP,CYZP,53.254332999999995,-131.81383300000002,21.0,-8.0,A,America/Vancouver
0199,CAN,Chris Hadfield,Sarnia,Canada,YZR,CYZR,42.999444,-82.30888900000001,594.0,-5.0,A,America/Toronto
0200,CAN,Port Hardy,Port Hardy,Canada,YZT,CYZT,50.680556,-127.36666699999999,71.0,-8.0,A,America/Vancouver
0201,CAN,Whitecourt,Whitecourt,Canada,YZU,CYZU,54.14389,-115.786667,2567.0,-7.0,A,America/Edmonton
0202,CAN,Sept Iles,Sept-iles,Canada,YZV,CYZV,50.223333000000004,-66.265556,180.0,-5.0,A,America/Toronto
0203,CAN,Teslin,Teslin,Canada,YZW,CYZW,60.172779000000006,-132.74277800000002,2313.0,-8.0,A,America/Vancouver
0204,CAN,Greenwood,Greenwood,Canada,YZX,CYZX,44.984444,-64.916944,92.0,-4.0,A,America/Halifax
0205,CAN,Faro,Faro,Canada,ZFA,CZFA,62.2075,-133.375833,2351.0,-8.0,A,America/Vancouver
0206,CAN,Fort Mcpherson,Fort Mcpherson,Canada,ZFM,CZFM,67.4075,-134.860556,116.0,-7.0,A,America/Edmonton
0207,DZA,Blida,Blida,Algeria,Z99,DAAB,36.503613,2.814167,535.0,1.0,N,Africa/Algiers
0208,DZA,Bou Saada,Bou Saada,Algeria,Z99,DAAD,35.3325,4.206389,1506.0,1.0,N,Africa/Algiers
0209,DZA,Soummam,Bejaja,Algeria,BJA,DAAE,36.711997,5.069922,20.0,1.0,N,Africa/Algiers
0210,DZA,Houari Boumediene,Algier,Algeria,ALG,DAAG,36.691014,3.215408,82.0,1.0,N,Africa/Algiers
0211,DZA,Tiska,Djanet,Algeria,DJG,DAAJ,24.292767,9.452444,3176.0,1.0,N,Africa/Algiers
